@RELATION FEATURE_RUNSTATUS_MIPVerifySDP_cleanARPsamplefeatureset

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE trivialFeatures {ok,timeout,memout,presolved,crash,unknown,other}
@ATTRIBUTE LPbasedFeatures {ok,timeout,memout,presolved,crash,unknown,other}
@ATTRIBUTE NonContinuousFeatures {ok,timeout,memout,presolved,crash,unknown,other}
@ATTRIBUTE ContinuousFeatures {ok,timeout,memout,presolved,crash,unknown,other}
@ATTRIBUTE allVariablesFeatures {ok,timeout,memout,presolved,crash,unknown,other}
@ATTRIBUTE ProbingFeatures {ok,timeout,memout,presolved,crash,unknown,other}

@DATA
mip7764, 1, ok, ok, ok, ok, ok, ok
mip8153, 1, ok, ok, ok, ok, ok, ok
mip4162, 1, ok, ok, ok, ok, ok, ok
mip4348, 1, ok, ok, ok, ok, ok, ok
mip8797, 1, ok, ok, ok, ok, ok, ok
mip3816, 1, ok, ok, ok, ok, ok, ok
mip6726, 1, ok, ok, ok, ok, ok, ok
mip4592, 1, ok, ok, ok, ok, ok, ok
mip7476, 1, ok, ok, ok, ok, ok, ok
mip3108, 1, ok, ok, ok, ok, ok, ok
mip4862, 1, ok, ok, ok, ok, ok, ok
mip6627, 1, ok, ok, ok, ok, ok, ok
mip3041, 1, ok, ok, ok, ok, ok, ok
mip6477, 1, ok, ok, ok, ok, ok, ok
mip4209, 1, ok, ok, ok, ok, ok, ok
mip6727, 1, ok, ok, ok, ok, ok, ok
mip9436, 1, ok, ok, ok, ok, ok, ok
mip8318, 1, ok, ok, ok, ok, ok, ok
mip9206, 1, ok, ok, ok, ok, ok, ok
mip6480, 1, ok, ok, ok, ok, ok, ok
mip6704, 1, ok, ok, ok, ok, ok, ok
mip3138, 1, ok, ok, ok, ok, ok, ok
mip4362, 1, ok, ok, ok, ok, ok, ok
mip8468, 1, ok, ok, ok, ok, ok, ok
mip3806, 1, ok, ok, ok, ok, ok, ok
mip212, 1, ok, ok, ok, ok, ok, ok
mip2936, 1, ok, ok, ok, ok, ok, ok
mip9212, 1, ok, ok, ok, ok, ok, ok
mip5016, 1, ok, ok, ok, ok, ok, ok
mip3122, 1, ok, ok, ok, ok, ok, ok
mip4165, 1, ok, ok, ok, ok, ok, ok
mip9800, 1, ok, ok, ok, ok, ok, ok
mip8241, 1, ok, ok, ok, ok, ok, ok
mip4199, 1, ok, ok, ok, ok, ok, ok
mip9573, 1, ok, ok, ok, ok, ok, ok
mip1107, 1, ok, ok, ok, ok, ok, ok
mip3570, 1, ok, ok, ok, ok, ok, ok
mip1651, 1, ok, ok, ok, ok, ok, ok
mip7678, 1, ok, ok, ok, ok, ok, ok
mip9553, 1, ok, ok, ok, ok, ok, ok
mip6523, 1, ok, ok, ok, ok, ok, ok
mip3208, 1, ok, ok, ok, ok, ok, ok
mip7556, 1, ok, ok, ok, ok, ok, ok
mip7371, 1, ok, ok, ok, ok, ok, ok
mip4323, 1, ok, ok, ok, ok, ok, ok
mip3649, 1, ok, ok, ok, ok, ok, ok
mip9453, 1, ok, ok, ok, ok, ok, ok
mip5299, 1, ok, ok, ok, ok, ok, ok
mip4368, 1, ok, ok, ok, ok, ok, ok
mip4353, 1, ok, ok, ok, ok, ok, ok
mip9106, 1, ok, ok, ok, ok, ok, ok
mip7112, 1, ok, ok, ok, ok, ok, ok
mip9402, 1, ok, ok, ok, ok, ok, ok
mip6464, 1, ok, ok, ok, ok, ok, ok
mip3518, 1, ok, ok, ok, ok, ok, ok
mip9832, 1, ok, ok, ok, ok, ok, ok
mip3901, 1, ok, ok, ok, ok, ok, ok
mip7845, 1, ok, ok, ok, ok, ok, ok
mip8643, 1, ok, ok, ok, ok, ok, ok
mip9686, 1, ok, ok, ok, ok, ok, ok
mip3909, 1, ok, ok, ok, ok, ok, ok
mip6849, 1, ok, ok, ok, ok, ok, ok
mip4751, 1, ok, ok, ok, ok, ok, ok
mip8074, 1, ok, ok, ok, ok, ok, ok
mip6720, 1, ok, ok, ok, ok, ok, ok
mip9734, 1, ok, ok, ok, ok, ok, ok
mip8341, 1, ok, ok, ok, ok, ok, ok
mip6706, 1, ok, ok, ok, ok, ok, ok
mip9243, 1, ok, ok, ok, ok, ok, ok
mip7477, 1, ok, ok, ok, ok, ok, ok
mip3361, 1, ok, ok, ok, ok, ok, ok
mip3378, 1, ok, ok, ok, ok, ok, ok
mip2938, 1, ok, ok, ok, ok, ok, ok
mip9435, 1, ok, ok, ok, ok, ok, ok
mip4000, 1, ok, ok, ok, ok, ok, ok
mip7989, 1, ok, ok, ok, ok, ok, ok
mip8371, 1, ok, ok, ok, ok, ok, ok
mip4015, 1, ok, ok, ok, ok, ok, ok
mip2739, 1, ok, ok, ok, ok, ok, ok
mip4676, 1, ok, ok, ok, ok, ok, ok
mip6880, 1, ok, ok, ok, ok, ok, ok
mip6697, 1, ok, ok, ok, ok, ok, ok
mip4306, 1, ok, ok, ok, ok, ok, ok
mip4346, 1, ok, ok, ok, ok, ok, ok
mip3425, 1, ok, ok, ok, ok, ok, ok
mip6372, 1, ok, ok, ok, ok, ok, ok
mip7372, 1, ok, ok, ok, ok, ok, ok
mip6702, 1, ok, ok, ok, ok, ok, ok
mip4190, 1, ok, ok, ok, ok, ok, ok
mip4699, 1, ok, ok, ok, ok, ok, ok
mip3700, 1, ok, ok, ok, ok, ok, ok
mip7047, 1, ok, ok, ok, ok, ok, ok
mip2878, 1, ok, ok, ok, ok, ok, ok
mip3743, 1, ok, ok, ok, ok, ok, ok
mip3227, 1, ok, ok, ok, ok, ok, ok
mip244, 1, ok, ok, ok, ok, ok, ok
mip6514, 1, ok, ok, ok, ok, ok, ok
mip8071, 1, ok, ok, ok, ok, ok, ok
mip9690, 1, ok, ok, ok, ok, ok, ok
mip7662, 1, ok, ok, ok, ok, ok, ok
mip9116, 1, ok, ok, ok, ok, ok, ok
mip9737, 1, ok, ok, ok, ok, ok, ok
mip9421, 1, ok, ok, ok, ok, ok, ok
mip2765, 1, ok, ok, ok, ok, ok, ok
mip2631, 1, ok, ok, ok, ok, ok, ok
mip6225, 1, ok, ok, ok, ok, ok, ok
mip8762, 1, ok, ok, ok, ok, ok, ok
mip7174, 1, ok, ok, ok, ok, ok, ok
mip3680, 1, ok, ok, ok, ok, ok, ok
mip328, 1, ok, ok, ok, ok, ok, ok
mip9413, 1, ok, ok, ok, ok, ok, ok
mip7104, 1, ok, ok, ok, ok, ok, ok
mip7503, 1, ok, ok, ok, ok, ok, ok
mip6517, 1, ok, ok, ok, ok, ok, ok
mip7220, 1, ok, ok, ok, ok, ok, ok
mip6368, 1, ok, ok, ok, ok, ok, ok
mip4383, 1, ok, ok, ok, ok, ok, ok
mip4605, 1, ok, ok, ok, ok, ok, ok
mip7012, 1, ok, ok, ok, ok, ok, ok
mip7217, 1, ok, ok, ok, ok, ok, ok
mip4150, 1, ok, ok, ok, ok, ok, ok
mip9571, 1, ok, ok, ok, ok, ok, ok
mip8694, 1, ok, ok, ok, ok, ok, ok
mip8342, 1, ok, ok, ok, ok, ok, ok
mip3046, 1, ok, ok, ok, ok, ok, ok
mip4428, 1, ok, ok, ok, ok, ok, ok
mip2627, 1, ok, ok, ok, ok, ok, ok
mip8406, 1, ok, ok, ok, ok, ok, ok
mip6966, 1, ok, ok, ok, ok, ok, ok
mip4067, 1, ok, ok, ok, ok, ok, ok
mip9514, 1, ok, ok, ok, ok, ok, ok
mip2759, 1, ok, ok, ok, ok, ok, ok
mip6856, 1, ok, ok, ok, ok, ok, ok
mip3297, 1, ok, ok, ok, ok, ok, ok
mip4809, 1, ok, ok, ok, ok, ok, ok
mip4731, 1, ok, ok, ok, ok, ok, ok
mip8258, 1, ok, ok, ok, ok, ok, ok
mip3219, 1, ok, ok, ok, ok, ok, ok
mip8926, 1, ok, ok, ok, ok, ok, ok
mip7313, 1, ok, ok, ok, ok, ok, ok
mip9191, 1, ok, ok, ok, ok, ok, ok
mip8852, 1, ok, ok, ok, ok, ok, ok
mip1442, 1, ok, ok, ok, ok, ok, ok
mip4788, 1, ok, ok, ok, ok, ok, ok
mip6950, 1, ok, ok, ok, ok, ok, ok
mip3448, 1, ok, ok, ok, ok, ok, ok
mip4630, 1, ok, ok, ok, ok, ok, ok
mip3840, 1, ok, ok, ok, ok, ok, ok
mip9964, 1, ok, ok, ok, ok, ok, ok
mip4008, 1, ok, ok, ok, ok, ok, ok
mip9865, 1, ok, ok, ok, ok, ok, ok
mip7861, 1, ok, ok, ok, ok, ok, ok
mip2607, 1, ok, ok, ok, ok, ok, ok
mip4825, 1, ok, ok, ok, ok, ok, ok
mip9128, 1, ok, ok, ok, ok, ok, ok
mip4662, 1, ok, ok, ok, ok, ok, ok
mip4340, 1, ok, ok, ok, ok, ok, ok
mip2543, 1, ok, ok, ok, ok, ok, ok
mip6361, 1, ok, ok, ok, ok, ok, ok
mip4180, 1, ok, ok, ok, ok, ok, ok
mip8713, 1, ok, ok, ok, ok, ok, ok
mip449, 1, ok, ok, ok, ok, ok, ok
mip1357, 1, ok, ok, ok, ok, ok, ok
mip9631, 1, ok, ok, ok, ok, ok, ok
mip9594, 1, ok, ok, ok, ok, ok, ok
mip3281, 1, ok, ok, ok, ok, ok, ok
mip4019, 1, ok, ok, ok, ok, ok, ok
mip8469, 1, ok, ok, ok, ok, ok, ok
mip8916, 1, ok, ok, ok, ok, ok, ok
mip8285, 1, ok, ok, ok, ok, ok, ok
mip8917, 1, ok, ok, ok, ok, ok, ok
mip7753, 1, ok, ok, ok, ok, ok, ok
mip9723, 1, ok, ok, ok, ok, ok, ok
mip8681, 1, ok, ok, ok, ok, ok, ok
mip2568, 1, ok, ok, ok, ok, ok, ok
mip3371, 1, ok, ok, ok, ok, ok, ok
mip7887, 1, ok, ok, ok, ok, ok, ok
mip6311, 1, ok, ok, ok, ok, ok, ok
mip8628, 1, ok, ok, ok, ok, ok, ok
mip4446, 1, ok, ok, ok, ok, ok, ok
mip2622, 1, ok, ok, ok, ok, ok, ok
mip9235, 1, ok, ok, ok, ok, ok, ok
mip7548, 1, ok, ok, ok, ok, ok, ok
mip3869, 1, ok, ok, ok, ok, ok, ok
mip4474, 1, ok, ok, ok, ok, ok, ok
mip8109, 1, ok, ok, ok, ok, ok, ok
mip7909, 1, ok, ok, ok, ok, ok, ok
mip9822, 1, ok, ok, ok, ok, ok, ok
mip7102, 1, ok, ok, ok, ok, ok, ok
mip8835, 1, ok, ok, ok, ok, ok, ok
mip9549, 1, ok, ok, ok, ok, ok, ok
mip4007, 1, ok, ok, ok, ok, ok, ok
mip4009, 1, ok, ok, ok, ok, ok, ok
mip3501, 1, ok, ok, ok, ok, ok, ok
mip8364, 1, ok, ok, ok, ok, ok, ok
mip7150, 1, ok, ok, ok, ok, ok, ok
mip3524, 1, ok, ok, ok, ok, ok, ok
mip7017, 1, ok, ok, ok, ok, ok, ok
mip6416, 1, ok, ok, ok, ok, ok, ok
mip2610, 1, ok, ok, ok, ok, ok, ok
mip8261, 1, ok, ok, ok, ok, ok, ok
mip4853, 1, ok, ok, ok, ok, ok, ok
mip7527, 1, ok, ok, ok, ok, ok, ok
mip8912, 1, ok, ok, ok, ok, ok, ok
mip8807, 1, ok, ok, ok, ok, ok, ok
mip3266, 1, ok, ok, ok, ok, ok, ok
mip8709, 1, ok, ok, ok, ok, ok, ok
mip4218, 1, ok, ok, ok, ok, ok, ok
mip3320, 1, ok, ok, ok, ok, ok, ok
mip4173, 1, ok, ok, ok, ok, ok, ok
mip3388, 1, ok, ok, ok, ok, ok, ok
mip7686, 1, ok, ok, ok, ok, ok, ok
mip931, 1, ok, ok, ok, ok, ok, ok
mip8750, 1, ok, ok, ok, ok, ok, ok
mip2799, 1, ok, ok, ok, ok, ok, ok
mip3536, 1, ok, ok, ok, ok, ok, ok
mip7758, 1, ok, ok, ok, ok, ok, ok
mip3678, 1, ok, ok, ok, ok, ok, ok
mip4594, 1, ok, ok, ok, ok, ok, ok
mip8476, 1, ok, ok, ok, ok, ok, ok
mip2963, 1, ok, ok, ok, ok, ok, ok
mip6245, 1, ok, ok, ok, ok, ok, ok
mip3766, 1, ok, ok, ok, ok, ok, ok
mip8474, 1, ok, ok, ok, ok, ok, ok
mip5833, 1, ok, ok, ok, ok, ok, ok
mip3422, 1, ok, ok, ok, ok, ok, ok
mip9095, 1, ok, ok, ok, ok, ok, ok
mip3818, 1, ok, ok, ok, ok, ok, ok
mip164, 1, ok, ok, ok, ok, ok, ok
mip3291, 1, ok, ok, ok, ok, ok, ok
mip4146, 1, ok, ok, ok, ok, ok, ok
mip2905, 1, ok, ok, ok, ok, ok, ok
mip9543, 1, ok, ok, ok, ok, ok, ok
mip4069, 1, ok, ok, ok, ok, ok, ok
mip9969, 1, ok, ok, ok, ok, ok, ok
mip4503, 1, ok, ok, ok, ok, ok, ok
mip2025, 1, ok, ok, ok, ok, ok, ok
mip551, 1, ok, ok, ok, ok, ok, ok
mip6379, 1, ok, ok, ok, ok, ok, ok
mip6482, 1, ok, ok, ok, ok, ok, ok
mip4780, 1, ok, ok, ok, ok, ok, ok
mip6858, 1, ok, ok, ok, ok, ok, ok
mip8781, 1, ok, ok, ok, ok, ok, ok
mip7108, 1, ok, ok, ok, ok, ok, ok
mip6165, 1, ok, ok, ok, ok, ok, ok
mip2946, 1, ok, ok, ok, ok, ok, ok
mip7590, 1, ok, ok, ok, ok, ok, ok
mip9988, 1, ok, ok, ok, ok, ok, ok
mip4513, 1, ok, ok, ok, ok, ok, ok
mip246, 1, ok, ok, ok, ok, ok, ok
mip7520, 1, ok, ok, ok, ok, ok, ok
mip8537, 1, ok, ok, ok, ok, ok, ok
mip8184, 1, ok, ok, ok, ok, ok, ok
mip9264, 1, ok, ok, ok, ok, ok, ok
mip4544, 1, ok, ok, ok, ok, ok, ok
mip4769, 1, ok, ok, ok, ok, ok, ok
mip8159, 1, ok, ok, ok, ok, ok, ok
mip3921, 1, ok, ok, ok, ok, ok, ok
mip5635, 1, ok, ok, ok, ok, ok, ok
mip7501, 1, ok, ok, ok, ok, ok, ok
mip6388, 1, ok, ok, ok, ok, ok, ok
mip2664, 1, ok, ok, ok, ok, ok, ok
mip2556, 1, ok, ok, ok, ok, ok, ok
mip4276, 1, ok, ok, ok, ok, ok, ok
mip1339, 1, ok, ok, ok, ok, ok, ok
mip5927, 1, ok, ok, ok, ok, ok, ok
mip9962, 1, ok, ok, ok, ok, ok, ok
mip3055, 1, ok, ok, ok, ok, ok, ok
mip9324, 1, ok, ok, ok, ok, ok, ok
mip3375, 1, ok, ok, ok, ok, ok, ok
mip4465, 1, ok, ok, ok, ok, ok, ok
mip4639, 1, ok, ok, ok, ok, ok, ok
mip2730, 1, ok, ok, ok, ok, ok, ok
mip9056, 1, ok, ok, ok, ok, ok, ok
mip2666, 1, ok, ok, ok, ok, ok, ok
mip9877, 1, ok, ok, ok, ok, ok, ok
mip3767, 1, ok, ok, ok, ok, ok, ok
mip7361, 1, ok, ok, ok, ok, ok, ok
mip4577, 1, ok, ok, ok, ok, ok, ok
mip4798, 1, ok, ok, ok, ok, ok, ok
mip4475, 1, ok, ok, ok, ok, ok, ok
mip8878, 1, ok, ok, ok, ok, ok, ok
mip4763, 1, ok, ok, ok, ok, ok, ok
mip8265, 1, ok, ok, ok, ok, ok, ok
mip6797, 1, ok, ok, ok, ok, ok, ok
mip2149, 1, ok, ok, ok, ok, ok, ok
mip6363, 1, ok, ok, ok, ok, ok, ok
mip9262, 1, ok, ok, ok, ok, ok, ok
mip7853, 1, ok, ok, ok, ok, ok, ok
mip3513, 1, ok, ok, ok, ok, ok, ok
mip5320, 1, ok, ok, ok, ok, ok, ok
mip4741, 1, ok, ok, ok, ok, ok, ok
mip4193, 1, ok, ok, ok, ok, ok, ok
mip4690, 1, ok, ok, ok, ok, ok, ok
mip7906, 1, ok, ok, ok, ok, ok, ok
mip3401, 1, ok, ok, ok, ok, ok, ok
mip7670, 1, ok, ok, ok, ok, ok, ok
mip9873, 1, ok, ok, ok, ok, ok, ok
mip4773, 1, ok, ok, ok, ok, ok, ok
mip3798, 1, ok, ok, ok, ok, ok, ok
mip4330, 1, ok, ok, ok, ok, ok, ok
mip2540, 1, ok, ok, ok, ok, ok, ok
mip4775, 1, ok, ok, ok, ok, ok, ok
mip7347, 1, ok, ok, ok, ok, ok, ok
mip4840, 1, ok, ok, ok, ok, ok, ok
mip5176, 1, ok, ok, ok, ok, ok, ok
mip6902, 1, ok, ok, ok, ok, ok, ok
mip8866, 1, ok, ok, ok, ok, ok, ok
mip3399, 1, ok, ok, ok, ok, ok, ok
mip4434, 1, ok, ok, ok, ok, ok, ok
mip3735, 1, ok, ok, ok, ok, ok, ok
mip2764, 1, ok, ok, ok, ok, ok, ok
mip6967, 1, ok, ok, ok, ok, ok, ok
mip8033, 1, ok, ok, ok, ok, ok, ok
mip4460, 1, ok, ok, ok, ok, ok, ok
mip4296, 1, ok, ok, ok, ok, ok, ok
mip9991, 1, ok, ok, ok, ok, ok, ok
mip509, 1, ok, ok, ok, ok, ok, ok
mip8524, 1, ok, ok, ok, ok, ok, ok
mip9439, 1, ok, ok, ok, ok, ok, ok
mip3285, 1, ok, ok, ok, ok, ok, ok
mip4040, 1, ok, ok, ok, ok, ok, ok
mip3591, 1, ok, ok, ok, ok, ok, ok
mip3846, 1, ok, ok, ok, ok, ok, ok
mip8531, 1, ok, ok, ok, ok, ok, ok
mip7970, 1, ok, ok, ok, ok, ok, ok
mip9488, 1, ok, ok, ok, ok, ok, ok
mip9345, 1, ok, ok, ok, ok, ok, ok
mip2972, 1, ok, ok, ok, ok, ok, ok
mip4037, 1, ok, ok, ok, ok, ok, ok
mip8613, 1, ok, ok, ok, ok, ok, ok
mip9849, 1, ok, ok, ok, ok, ok, ok
mip4084, 1, ok, ok, ok, ok, ok, ok
mip7606, 1, ok, ok, ok, ok, ok, ok
mip2983, 1, ok, ok, ok, ok, ok, ok
mip2755, 1, ok, ok, ok, ok, ok, ok
mip4479, 1, ok, ok, ok, ok, ok, ok
mip2632, 1, ok, ok, ok, ok, ok, ok
mip4777, 1, ok, ok, ok, ok, ok, ok
mip8283, 1, ok, ok, ok, ok, ok, ok
mip2943, 1, ok, ok, ok, ok, ok, ok
mip8626, 1, ok, ok, ok, ok, ok, ok
mip1801, 1, ok, ok, ok, ok, ok, ok
mip8321, 1, ok, ok, ok, ok, ok, ok
mip4380, 1, ok, ok, ok, ok, ok, ok
mip3748, 1, ok, ok, ok, ok, ok, ok
mip629, 1, ok, ok, ok, ok, ok, ok
mip4491, 1, ok, ok, ok, ok, ok, ok
mip3945, 1, ok, ok, ok, ok, ok, ok
mip7342, 1, ok, ok, ok, ok, ok, ok
mip6850, 1, ok, ok, ok, ok, ok, ok
mip8472, 1, ok, ok, ok, ok, ok, ok
mip6994, 1, ok, ok, ok, ok, ok, ok
mip3117, 1, ok, ok, ok, ok, ok, ok
mip9396, 1, ok, ok, ok, ok, ok, ok
mip9105, 1, ok, ok, ok, ok, ok, ok
mip3398, 1, ok, ok, ok, ok, ok, ok
mip3878, 1, ok, ok, ok, ok, ok, ok
mip2714, 1, ok, ok, ok, ok, ok, ok
mip7282, 1, ok, ok, ok, ok, ok, ok
mip9910, 1, ok, ok, ok, ok, ok, ok
mip4343, 1, ok, ok, ok, ok, ok, ok
mip3855, 1, ok, ok, ok, ok, ok, ok
mip9558, 1, ok, ok, ok, ok, ok, ok
mip3118, 1, ok, ok, ok, ok, ok, ok
mip4297, 1, ok, ok, ok, ok, ok, ok
mip3410, 1, ok, ok, ok, ok, ok, ok
mip7671, 1, ok, ok, ok, ok, ok, ok
mip2629, 1, ok, ok, ok, ok, ok, ok
mip4375, 1, ok, ok, ok, ok, ok, ok
mip8650, 1, ok, ok, ok, ok, ok, ok
mip4391, 1, ok, ok, ok, ok, ok, ok
mip2381, 1, ok, ok, ok, ok, ok, ok
mip9825, 1, ok, ok, ok, ok, ok, ok
mip4447, 1, ok, ok, ok, ok, ok, ok
mip746, 1, ok, ok, ok, ok, ok, ok
mip7521, 1, ok, ok, ok, ok, ok, ok
mip2821, 1, ok, ok, ok, ok, ok, ok
mip9792, 1, ok, ok, ok, ok, ok, ok
mip2875, 1, ok, ok, ok, ok, ok, ok
mip9810, 1, ok, ok, ok, ok, ok, ok
mip4636, 1, ok, ok, ok, ok, ok, ok
mip4487, 1, ok, ok, ok, ok, ok, ok
mip3354, 1, ok, ok, ok, ok, ok, ok
mip4854, 1, ok, ok, ok, ok, ok, ok
mip7612, 1, ok, ok, ok, ok, ok, ok
mip9379, 1, ok, ok, ok, ok, ok, ok
mip6735, 1, ok, ok, ok, ok, ok, ok
mip3643, 1, ok, ok, ok, ok, ok, ok
mip9474, 1, ok, ok, ok, ok, ok, ok
mip9860, 1, ok, ok, ok, ok, ok, ok
mip9648, 1, ok, ok, ok, ok, ok, ok
mip4303, 1, ok, ok, ok, ok, ok, ok
mip9701, 1, ok, ok, ok, ok, ok, ok
mip4344, 1, ok, ok, ok, ok, ok, ok
mip7471, 1, ok, ok, ok, ok, ok, ok
mip4709, 1, ok, ok, ok, ok, ok, ok
mip8634, 1, ok, ok, ok, ok, ok, ok
mip9073, 1, ok, ok, ok, ok, ok, ok
mip2642, 1, ok, ok, ok, ok, ok, ok
mip9275, 1, ok, ok, ok, ok, ok, ok
mip6583, 1, ok, ok, ok, ok, ok, ok
mip9876, 1, ok, ok, ok, ok, ok, ok
mip3273, 1, ok, ok, ok, ok, ok, ok
mip5907, 1, ok, ok, ok, ok, ok, ok
mip3509, 1, ok, ok, ok, ok, ok, ok
mip9419, 1, ok, ok, ok, ok, ok, ok
mip9121, 1, ok, ok, ok, ok, ok, ok
mip3874, 1, ok, ok, ok, ok, ok, ok
mip8860, 1, ok, ok, ok, ok, ok, ok
mip2635, 1, ok, ok, ok, ok, ok, ok
mip7534, 1, ok, ok, ok, ok, ok, ok
mip3672, 1, ok, ok, ok, ok, ok, ok
mip7666, 1, ok, ok, ok, ok, ok, ok
mip9879, 1, ok, ok, ok, ok, ok, ok
mip8952, 1, ok, ok, ok, ok, ok, ok
mip3961, 1, ok, ok, ok, ok, ok, ok
mip3357, 1, ok, ok, ok, ok, ok, ok
mip2825, 1, ok, ok, ok, ok, ok, ok
mip4372, 1, ok, ok, ok, ok, ok, ok
mip9092, 1, ok, ok, ok, ok, ok, ok
mip9489, 1, ok, ok, ok, ok, ok, ok
mip5355, 1, ok, ok, ok, ok, ok, ok
mip7498, 1, ok, ok, ok, ok, ok, ok
mip9656, 1, ok, ok, ok, ok, ok, ok
mip4738, 1, ok, ok, ok, ok, ok, ok
mip9205, 1, ok, ok, ok, ok, ok, ok
mip8881, 1, ok, ok, ok, ok, ok, ok
mip7594, 1, ok, ok, ok, ok, ok, ok
mip6809, 1, ok, ok, ok, ok, ok, ok
mip1939, 1, ok, ok, ok, ok, ok, ok
mip7529, 1, ok, ok, ok, ok, ok, ok
mip8816, 1, ok, ok, ok, ok, ok, ok
mip2926, 1, ok, ok, ok, ok, ok, ok
mip3225, 1, ok, ok, ok, ok, ok, ok
mip3594, 1, ok, ok, ok, ok, ok, ok
mip3754, 1, ok, ok, ok, ok, ok, ok
mip3755, 1, ok, ok, ok, ok, ok, ok
mip4673, 1, ok, ok, ok, ok, ok, ok
mip3525, 1, ok, ok, ok, ok, ok, ok
mip9586, 1, ok, ok, ok, ok, ok, ok
mip4419, 1, ok, ok, ok, ok, ok, ok
mip6383, 1, ok, ok, ok, ok, ok, ok
mip2923, 1, ok, ok, ok, ok, ok, ok
mip3725, 1, ok, ok, ok, ok, ok, ok
mip8976, 1, ok, ok, ok, ok, ok, ok
mip3698, 1, ok, ok, ok, ok, ok, ok
mip2689, 1, ok, ok, ok, ok, ok, ok
mip4710, 1, ok, ok, ok, ok, ok, ok
mip198, 1, ok, ok, ok, ok, ok, ok
mip8621, 1, ok, ok, ok, ok, ok, ok
mip9278, 1, ok, ok, ok, ok, ok, ok
mip9099, 1, ok, ok, ok, ok, ok, ok
mip9280, 1, ok, ok, ok, ok, ok, ok
mip7661, 1, ok, ok, ok, ok, ok, ok
mip8298, 1, ok, ok, ok, ok, ok, ok
mip8961, 1, ok, ok, ok, ok, ok, ok
mip4614, 1, ok, ok, ok, ok, ok, ok
mip3383, 1, ok, ok, ok, ok, ok, ok
mip2791, 1, ok, ok, ok, ok, ok, ok
mip7373, 1, ok, ok, ok, ok, ok, ok
mip7434, 1, ok, ok, ok, ok, ok, ok
mip3742, 1, ok, ok, ok, ok, ok, ok
mip3183, 1, ok, ok, ok, ok, ok, ok
mip9992, 1, ok, ok, ok, ok, ok, ok
mip8274, 1, ok, ok, ok, ok, ok, ok
mip8316, 1, ok, ok, ok, ok, ok, ok
mip3450, 1, ok, ok, ok, ok, ok, ok
mip3058, 1, ok, ok, ok, ok, ok, ok
mip8097, 1, ok, ok, ok, ok, ok, ok
mip8158, 1, ok, ok, ok, ok, ok, ok
mip3589, 1, ok, ok, ok, ok, ok, ok
mip9668, 1, ok, ok, ok, ok, ok, ok
mip3539, 1, ok, ok, ok, ok, ok, ok
mip1103, 1, ok, ok, ok, ok, ok, ok
mip9425, 1, ok, ok, ok, ok, ok, ok
mip8567, 1, ok, ok, ok, ok, ok, ok
mip2647, 1, ok, ok, ok, ok, ok, ok
mip7988, 1, ok, ok, ok, ok, ok, ok
mip7727, 1, ok, ok, ok, ok, ok, ok
mip6664, 1, ok, ok, ok, ok, ok, ok
mip9961, 1, ok, ok, ok, ok, ok, ok
mip1275, 1, ok, ok, ok, ok, ok, ok
mip531, 1, ok, ok, ok, ok, ok, ok
mip7597, 1, ok, ok, ok, ok, ok, ok
mip3550, 1, ok, ok, ok, ok, ok, ok
mip9817, 1, ok, ok, ok, ok, ok, ok
mip9805, 1, ok, ok, ok, ok, ok, ok
mip6172, 1, ok, ok, ok, ok, ok, ok
mip8745, 1, ok, ok, ok, ok, ok, ok
mip8742, 1, ok, ok, ok, ok, ok, ok
mip2941, 1, ok, ok, ok, ok, ok, ok
mip3133, 1, ok, ok, ok, ok, ok, ok
mip9123, 1, ok, ok, ok, ok, ok, ok
mip9824, 1, ok, ok, ok, ok, ok, ok
mip8354, 1, ok, ok, ok, ok, ok, ok
mip9859, 1, ok, ok, ok, ok, ok, ok
mip6714, 1, ok, ok, ok, ok, ok, ok
mip8834, 1, ok, ok, ok, ok, ok, ok
mip4538, 1, ok, ok, ok, ok, ok, ok
mip7360, 1, ok, ok, ok, ok, ok, ok
mip9286, 1, ok, ok, ok, ok, ok, ok
mip4706, 1, ok, ok, ok, ok, ok, ok
mip9811, 1, ok, ok, ok, ok, ok, ok
mip7962, 1, ok, ok, ok, ok, ok, ok
mip9097, 1, ok, ok, ok, ok, ok, ok
mip7911, 1, ok, ok, ok, ok, ok, ok
mip4521, 1, ok, ok, ok, ok, ok, ok
mip3402, 1, ok, ok, ok, ok, ok, ok
mip7316, 1, ok, ok, ok, ok, ok, ok
mip4036, 1, ok, ok, ok, ok, ok, ok
mip899, 1, ok, ok, ok, ok, ok, ok
mip3704, 1, ok, ok, ok, ok, ok, ok
mip7124, 1, ok, ok, ok, ok, ok, ok
mip8300, 1, ok, ok, ok, ok, ok, ok
mip2596, 1, ok, ok, ok, ok, ok, ok
mip7000, 1, ok, ok, ok, ok, ok, ok
mip8025, 1, ok, ok, ok, ok, ok, ok
mip6703, 1, ok, ok, ok, ok, ok, ok
mip9407, 1, ok, ok, ok, ok, ok, ok
mip9516, 1, ok, ok, ok, ok, ok, ok
mip7274, 1, ok, ok, ok, ok, ok, ok
mip9261, 1, ok, ok, ok, ok, ok, ok
mip9939, 1, ok, ok, ok, ok, ok, ok
mip7289, 1, ok, ok, ok, ok, ok, ok
