@RELATION FEATURE_COSTS_MIPVerifySDP_SCIPfeatureset


@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE StaticOn NUMERIC
@ATTRIBUTE StaticOff NUMERIC
@ATTRIBUTE Dynamic NUMERIC



@DATA
mip3205, 1, 1.41, 0, 25.24
mip3206, 1, 1.28, 0, 9.780000000000001
mip3207, 1, 1.36, 0, 13.65
mip3208, 1, 1.22, 0, 11.799999999999999
mip3209, 1, 1.25, 0, 75.56
mip321, 1, 1.4, 0, 14.09
mip3210, 1, 1.2, 0, 11.16
mip3211, 1, 1.1, 0, 22.04
mip3212, 1, 1.55, 0, 12.549999999999999
mip3213, 1, 1.21, 0, 27.77
mip3214, 1, 1.59, 0, 15.649999999999999
mip3215, 1, 1.29, 0, 29.57
mip3216, 1, 1.15, 0, 15.24
mip3217, 1, 1.21, 0, 11.940000000000001
mip3218, 1, 1.2, 0, 13.350000000000001
mip3219, 1, 1.1, 0, 11.08
mip322, 1, 1.41, 0, 10.629999999999999
mip3220, 1, 1.25, 0, 30.14
mip3221, 1, 1.17, 0, 25.22
mip3222, 1, 1.26, 0, 14.57
mip3223, 1, 1.41, 0, 15.77
mip3224, 1, 1.16, 0, 12.73
mip3225, 1, 1.15, 0, 11.639999999999999
mip3226, 1, 1.54, 0, 11.09
mip3227, 1, 1.16, 0, 34.7
mip3228, 1, 1.37, 0, 20.04
mip3229, 1, 1.14, 0, 23.62
mip323, 1, 1.33, 0, 25.700000000000003
mip3230, 1, 1.12, 0, 10.52
mip3231, 1, 1.24, 0, 11.16
mip3232, 1, 1.26, 0, 12.41
mip3233, 1, 1.34, 0, 20.31
mip3234, 1, 1.53, 0, 22.439999999999998
mip3235, 1, 1.32, 0, 14.629999999999999
mip3236, 1, 1.35, 0, 11.25
mip3237, 1, 1.67, 0, 15.229999999999999
mip3238, 1, 1.63, 0, 16.35
mip3239, 1, 1.6, 0, 25.68
mip324, 1, 1.42, 0, 17.86
mip3240, 1, 1.42, 0, 19.86
mip3241, 1, 1.55, 0, 7.86
mip3242, 1, 1.49, 0, 17.970000000000002
mip3243, 1, 1.33, 0, 17.490000000000002
mip3244, 1, 1.63, 0, 21.17
mip3245, 1, 1.52, 0, 15.07
mip3246, 1, 1.46, 0, 18.32
mip3247, 1, 1.55, 0, 15.629999999999999
mip3248, 1, 1.54, 0, 20.59
mip3249, 1, 1.48, 0, 34.43
mip325, 1, 1.44, 0, 15.860000000000001
mip3250, 1, 1.48, 0, 18.63
mip3251, 1, 1.44, 0, 16.459999999999997
mip3252, 1, 1.4, 0, 42.11
mip3253, 1, 1.51, 0, 11.0
mip3254, 1, 1.29, 0, 13.61
mip3255, 1, 1.19, 0, 15.1
mip3256, 1, 1.29, 0, 14.84
mip3257, 1, 1.14, 0, 28.55
mip3258, 1, 1.24, 0, 9.64
mip3259, 1, 1.24, 0, 22.290000000000003
mip326, 1, 1.25, 0, 21.46
mip3260, 1, 1.32, 0, 13.06
mip3261, 1, 1.11, 0, 24.1
mip3262, 1, 1.23, 0, 23.74
mip3263, 1, 1.3, 0, 16.849999999999998
mip3264, 1, 1.16, 0, 13.76
mip3265, 1, 1.22, 0, 11.58
mip3266, 1, 1.17, 0, 12.790000000000001
mip3267, 1, 1.13, 0, 9.79
mip3268, 1, 1.18, 0, 12.82
mip3269, 1, 1.45, 0, 11.770000000000001
mip327, 1, 1.19, 0, 11.96
mip3270, 1, 1.31, 0, 12.959999999999999
mip3271, 1, 1.32, 0, 13.82
mip3272, 1, 1.16, 0, 13.14
mip3273, 1, 1.19, 0, 12.43
mip3274, 1, 1.16, 0, 13.67
mip3275, 1, 1.24, 0, 11.39
mip3276, 1, 1.36, 0, 22.17
mip3277, 1, 1.35, 0, 11.47
mip3278, 1, 1.27, 0, 13.96
mip3279, 1, 1.31, 0, 25.94
mip328, 1, 1.1, 0, 15.320000000000002
mip3280, 1, 1.21, 0, 13.89
mip3281, 1, 1.2, 0, 9.610000000000001
mip3282, 1, 1.34, 0, 12.78
mip3283, 1, 1.36, 0, 22.54
mip3284, 1, 1.36, 0, 11.91
mip3285, 1, 1.2, 0, 12.55
mip3286, 1, 1.49, 0, 16.69
mip3287, 1, 1.5, 0, 24.39
mip3288, 1, 1.4, 0, 15.459999999999999
mip3289, 1, 1.31, 0, 12.86
mip329, 1, 1.4, 0, 14.929999999999998
mip3290, 1, 1.38, 0, 6.42
mip3291, 1, 1.42, 0, 14.38
mip3292, 1, 1.21, 0, 21.61
mip3293, 1, 1.22, 0, 14.99
mip3294, 1, 1.13, 0, 16.490000000000002
mip3295, 1, 1.28, 0, 19.04
mip3296, 1, 1.18, 0, 14.39
mip3297, 1, 1.32, 0, 15.579999999999998
mip3298, 1, 1.22, 0, 13.889999999999999
mip3299, 1, 1.23, 0, 12.4
mip33, 1, 1.31, 0, 38.489999999999995
mip330, 1, 1.3, 0, 27.05
mip3300, 1, 1.52, 0, 35.519999999999996
mip3301, 1, 1.32, 0, 15.190000000000001
mip3302, 1, 1.25, 0, 18.73
mip3303, 1, 1.6, 0, 151.5
mip3304, 1, 1.48, 0, 54.09
mip3305, 1, 1.51, 0, 20.0
mip3306, 1, 1.54, 0, 17.12
mip3307, 1, 1.26, 0, 16.349999999999998
mip3308, 1, 1.4, 0, 18.770000000000003
mip3309, 1, 1.53, 0, 72.76
mip331, 1, 1.29, 0, 29.130000000000003
mip3310, 1, 1.55, 0, 19.759999999999998
mip3311, 1, 1.28, 0, 17.34
mip3312, 1, 1.22, 0, 17.630000000000003
mip3313, 1, 1.22, 0, 16.16
mip3314, 1, 1.22, 0, 12.299999999999999
mip3315, 1, 1.29, 0, 22.82
mip3316, 1, 1.08, 0, 12.98
mip3317, 1, 1.15, 0, 15.049999999999999
mip3318, 1, 1.1, 0, 69.53
mip3319, 1, 1.14, 0, 24.71
mip332, 1, 1.39, 0, 13.42
mip3320, 1, 1.15, 0, 8.98
mip3321, 1, 1.34, 0, 14.26
mip3322, 1, 1.21, 0, 20.83
mip3323, 1, 1.27, 0, 19.86
mip3324, 1, 1.28, 0, 12.05
mip3325, 1, 1.28, 0, 17.82
mip3326, 1, 1.17, 0, 15.110000000000001
mip3327, 1, 1.35, 0, 17.139999999999997
mip3328, 1, 1.09, 0, 22.0
mip3329, 1, 1.3, 0, 18.96
mip333, 1, 1.42, 0, 16.520000000000003
mip3330, 1, 1.14, 0, 7.2700000000000005
mip3331, 1, 1.14, 0, 9.2
mip3332, 1, 1.18, 0, 12.21
mip3333, 1, 1.29, 0, 15.600000000000001
mip3334, 1, 1.27, 0, 4.9399999999999995
mip3335, 1, 1.3, 0, 21.95
mip3336, 1, 1.44, 0, 33.080000000000005
mip3337, 1, 1.25, 0, 10.69
mip3338, 1, 1.32, 0, 10.09
mip3339, 1, 1.4, 0, 11.26
mip334, 1, 1.24, 0, 11.72
mip3340, 1, 1.62, 0, 29.709999999999997
mip3341, 1, 1.39, 0, 12.43
mip3342, 1, 1.45, 0, 37.32
mip3343, 1, 1.36, 0, 19.75
mip3344, 1, 1.67, 0, 21.71
mip3345, 1, 1.65, 0, 18.59
mip3346, 1, 1.59, 0, 22.07
mip3347, 1, 1.44, 0, 17.75
mip3348, 1, 1.39, 0, 29.3
mip3349, 1, 1.55, 0, 15.620000000000001
mip335, 1, 1.45, 0, 42.309999999999995
mip3350, 1, 1.4, 0, 22.57
mip3351, 1, 1.49, 0, 14.04
mip3352, 1, 1.57, 0, 17.83
mip3353, 1, 1.43, 0, 17.23
mip3354, 1, 1.53, 0, 42.379999999999995
mip3355, 1, 1.55, 0, 12.799999999999999
mip3356, 1, 1.32, 0, 15.86
mip3357, 1, 1.54, 0, 12.98
mip3358, 1, 1.34, 0, 13.370000000000001
mip3359, 1, 1.09, 0, 17.1
mip336, 1, 1.28, 0, 16.119999999999997
mip3360, 1, 1.14, 0, 16.419999999999998
mip3361, 1, 1.24, 0, 11.72
mip3362, 1, 1.19, 0, 13.93
mip3363, 1, 1.16, 0, 14.05
mip3364, 1, 1.18, 0, 13.25
mip3365, 1, 1.33, 0, 14.52
mip3366, 1, 1.34, 0, 11.24
mip3367, 1, 1.41, 0, 13.53
mip3368, 1, 1.13, 0, 12.120000000000001
mip3369, 1, 1.12, 0, 20.9
mip337, 1, 1.29, 0, 16.52
mip3370, 1, 1.22, 0, 6.34
mip3371, 1, 1.24, 0, 17.830000000000002
mip3372, 1, 1.09, 0, 24.29
mip3373, 1, 1.17, 0, 23.75
mip3374, 1, 1.4, 0, 14.56
mip3375, 1, 1.25, 0, 12.66
mip3376, 1, 1.21, 0, 15.759999999999998
mip3377, 1, 1.33, 0, 7.6
mip3378, 1, 1.31, 0, 7.959999999999999
mip3379, 1, 1.34, 0, 9.6
mip338, 1, 1.46, 0, 13.2
mip3380, 1, 1.3, 0, 27.0
mip3381, 1, 1.31, 0, 14.54
mip3382, 1, 1.14, 0, 106.04
mip3383, 1, 1.32, 0, 26.74
mip3384, 1, 1.12, 0, 12.66
mip3385, 1, 1.21, 0, 12.579999999999998
mip3386, 1, 1.28, 0, 16.529999999999998
mip3387, 1, 1.4, 0, 23.6
mip3388, 1, 1.23, 0, 19.05
mip3389, 1, 1.13, 0, 11.39
mip339, 1, 1.2, 0, 14.190000000000001
mip3390, 1, 1.14, 0, 13.049999999999999
mip3391, 1, 1.27, 0, 25.48
mip3392, 1, 1.34, 0, 16.52
mip3393, 1, 1.44, 0, 94.81
mip3394, 1, 1.56, 0, 31.99
mip3395, 1, 1.44, 0, 20.24
mip3396, 1, 1.43, 0, 19.47
mip3397, 1, 1.42, 0, 14.819999999999999
mip3398, 1, 1.51, 0, 47.510000000000005
mip3399, 1, 1.52, 0, 25.17
mip34, 1, 1.13, 0, 10.559999999999999
mip340, 1, 1.39, 0, 16.099999999999998
mip3400, 1, 1.49, 0, 25.94
mip3401, 1, 1.62, 0, 55.03
mip3402, 1, 1.5, 0, 13.34
mip3403, 1, 1.44, 0, 11.23
mip3404, 1, 1.3, 0, 12.629999999999999
mip3405, 1, 1.43, 0, 19.52
mip3406, 1, 1.21, 0, 8.54
mip3407, 1, 1.29, 0, 24.82
mip3408, 1, 1.24, 0, 27.130000000000003
mip3409, 1, 1.11, 0, 12.88
mip341, 1, 1.37, 0, 9.04
mip3410, 1, 1.23, 0, 11.19
mip3411, 1, 1.2, 0, 40.18
mip3412, 1, 1.19, 0, 11.610000000000001
mip3413, 1, 1.32, 0, 11.77
mip3414, 1, 1.16, 0, 11.19
mip3415, 1, 1.17, 0, 20.520000000000003
mip3416, 1, 1.22, 0, 28.66
mip3417, 1, 1.23, 0, 23.49
mip3418, 1, 1.22, 0, 17.73
mip3419, 1, 1.44, 0, 9.15
mip342, 1, 1.74, 0, 16.23
mip3420, 1, 1.44, 0, 21.98
mip3421, 1, 1.37, 0, 12.719999999999999
mip3422, 1, 1.38, 0, 12.93
mip3423, 1, 1.22, 0, 9.959999999999999
mip3424, 1, 1.27, 0, 8.83
mip3425, 1, 1.16, 0, 12.83
mip3426, 1, 1.39, 0, 13.36
mip3427, 1, 1.19, 0, 20.58
mip3428, 1, 1.25, 0, 13.78
mip3429, 1, 1.37, 0, 15.849999999999998
mip343, 1, 1.38, 0, 13.620000000000001
mip3430, 1, 1.24, 0, 27.290000000000003
mip3431, 1, 1.48, 0, 13.879999999999999
mip3432, 1, 1.23, 0, 14.59
mip3433, 1, 1.26, 0, 14.59
mip3434, 1, 1.28, 0, 12.770000000000001
mip3435, 1, 1.25, 0, 12.59
mip3436, 1, 1.32, 0, 22.74
mip3437, 1, 1.43, 0, 8.22
mip3438, 1, 1.25, 0, 42.04
mip3439, 1, 1.25, 0, 11.75
mip344, 1, 1.41, 0, 18.95
mip3440, 1, 1.12, 0, 14.39
mip3441, 1, 1.28, 0, 12.75
mip3442, 1, 1.16, 0, 23.24
mip3443, 1, 1.19, 0, 10.270000000000001
mip3444, 1, 1.24, 0, 14.47
mip3445, 1, 1.24, 0, 23.0
mip3446, 1, 1.32, 0, 12.049999999999999
mip3447, 1, 1.38, 0, 30.62
mip3448, 1, 1.34, 0, 10.2
mip3449, 1, 1.66, 0, 37.02
mip345, 1, 1.43, 0, 18.330000000000002
mip3450, 1, 1.62, 0, 39.71
mip3451, 1, 1.3, 0, 12.83
mip3452, 1, 1.51, 0, 16.22
mip3453, 1, 1.21, 0, 11.079999999999998
mip3454, 1, 1.47, 0, 15.81
mip3455, 1, 1.33, 0, 14.88
mip3456, 1, 1.3, 0, 22.72
mip3457, 1, 1.35, 0, 17.43
mip3458, 1, 1.15, 0, 12.2
mip3459, 1, 1.3, 0, 26.66
mip346, 1, 1.44, 0, 31.029999999999998
mip3460, 1, 1.19, 0, 23.439999999999998
mip3461, 1, 1.38, 0, 12.690000000000001
mip3462, 1, 1.24, 0, 14.09
mip3463, 1, 1.46, 0, 18.669999999999998
mip3464, 1, 1.21, 0, 12.75
mip3465, 1, 1.26, 0, 13.91
mip3466, 1, 1.18, 0, 18.52
mip3467, 1, 1.39, 0, 15.75
mip3468, 1, 1.43, 0, 18.41
mip3469, 1, 1.41, 0, 29.85
mip347, 1, 1.27, 0, 16.740000000000002
mip3470, 1, 1.37, 0, 21.97
mip3471, 1, 1.37, 0, 14.45
mip3472, 1, 1.45, 0, 13.75
mip3473, 1, 1.57, 0, 14.649999999999999
mip3474, 1, 1.42, 0, 15.92
mip3475, 1, 1.7, 0, 12.790000000000001
mip3476, 1, 1.81, 0, 9.969999999999999
mip3477, 1, 1.69, 0, 26.13
mip3478, 1, 1.48, 0, 16.669999999999998
mip3479, 1, 1.5, 0, 29.01
mip348, 1, 1.35, 0, 19.86
mip3480, 1, 1.36, 0, 22.400000000000002
mip3481, 1, 1.12, 0, 11.25
mip3482, 1, 1.12, 0, 14.719999999999999
mip3483, 1, 1.21, 0, 16.56
mip3484, 1, 1.24, 0, 14.1
mip3485, 1, 1.24, 0, 37.53
mip3486, 1, 1.25, 0, 16.96
mip3487, 1, 1.35, 0, 15.549999999999999
mip3488, 1, 1.2, 0, 12.290000000000001
mip3489, 1, 1.29, 0, 13.030000000000001
mip349, 1, 1.33, 0, 11.459999999999999
mip3490, 1, 1.18, 0, 12.280000000000001
mip3491, 1, 1.24, 0, 6.17
mip3492, 1, 1.32, 0, 20.06
mip3493, 1, 1.34, 0, 12.23
mip3494, 1, 1.35, 0, 20.299999999999997
mip3495, 1, 1.29, 0, 18.93
mip3496, 1, 1.3, 0, 11.66
mip3497, 1, 1.26, 0, 23.43
mip3498, 1, 1.48, 0, 29.54
mip3499, 1, 1.64, 0, 20.16
mip35, 1, 1.18, 0, 25.17
mip350, 1, 1.42, 0, 11.14
mip3500, 1, 1.43, 0, 22.47
mip3501, 1, 1.36, 0, 16.86
mip3502, 1, 1.72, 0, 20.39
mip3503, 1, 1.36, 0, 25.41
mip3504, 1, 1.6, 0, 14.88
mip3505, 1, 1.67, 0, 20.5
mip3506, 1, 1.68, 0, 17.91
mip3507, 1, 1.44, 0, 81.72
mip3508, 1, 1.41, 0, 15.239999999999998
mip3509, 1, 1.37, 0, 15.41
mip351, 1, 1.46, 0, 15.939999999999998
mip3510, 1, 1.55, 0, 24.259999999999998
mip3511, 1, 1.48, 0, 17.44
mip3512, 1, 1.37, 0, 8.829999999999998
mip3513, 1, 1.5, 0, 16.91
mip3514, 1, 1.3, 0, 10.479999999999999
mip3515, 1, 1.18, 0, 13.42
mip3516, 1, 1.38, 0, 38.339999999999996
mip3517, 1, 1.4, 0, 17.270000000000003
mip3518, 1, 1.13, 0, 10.780000000000001
mip3519, 1, 1.3, 0, 12.6
mip352, 1, 1.23, 0, 12.719999999999999
mip3520, 1, 1.42, 0, 13.44
mip3521, 1, 1.17, 0, 6.0200000000000005
mip3522, 1, 1.26, 0, 15.610000000000001
mip3523, 1, 1.14, 0, 11.86
mip3524, 1, 1.19, 0, 13.15
mip3525, 1, 1.1, 0, 12.83
mip3526, 1, 1.12, 0, 30.15
mip3527, 1, 1.16, 0, 14.129999999999999
mip3528, 1, 1.3, 0, 26.029999999999998
mip3529, 1, 1.25, 0, 10.81
mip353, 1, 1.31, 0, 13.54
mip3530, 1, 1.2, 0, 14.65
mip3531, 1, 1.17, 0, 19.130000000000003
mip3532, 1, 1.28, 0, 15.320000000000002
mip3533, 1, 1.39, 0, 14.049999999999999
mip3534, 1, 1.32, 0, 18.36
mip3535, 1, 1.18, 0, 13.030000000000001
mip3536, 1, 1.26, 0, 14.57
mip3537, 1, 1.25, 0, 19.32
mip3538, 1, 1.16, 0, 16.81
mip3539, 1, 1.22, 0, 10.76
mip354, 1, 1.55, 0, 25.8
mip3540, 1, 1.35, 0, 27.77
mip3541, 1, 1.11, 0, 10.870000000000001
mip3542, 1, 1.17, 0, 20.83
mip3543, 1, 1.25, 0, 10.41
mip3544, 1, 1.16, 0, 21.07
mip3545, 1, 1.36, 0, 13.43
mip3546, 1, 1.15, 0, 12.45
mip3547, 1, 1.28, 0, 12.690000000000001
mip3548, 1, 1.17, 0, 51.79
mip3549, 1, 1.35, 0, 13.35
mip355, 1, 1.35, 0, 14.950000000000001
mip3550, 1, 1.07, 0, 12.84
mip3551, 1, 1.34, 0, 8.55
mip3552, 1, 1.37, 0, 31.609999999999996
mip3553, 1, 1.7, 0, 16.6
mip3554, 1, 1.59, 0, 26.78
mip3555, 1, 1.48, 0, 18.56
mip3556, 1, 1.44, 0, 21.22
mip3557, 1, 1.48, 0, 16.669999999999998
mip3558, 1, 1.49, 0, 14.24
mip3559, 1, 1.37, 0, 15.399999999999999
mip356, 1, 1.31, 0, 20.02
mip3560, 1, 1.68, 0, 12.47
mip3561, 1, 1.44, 0, 30.29
mip3562, 1, 1.75, 0, 28.79
mip3563, 1, 1.52, 0, 18.2
mip3564, 1, 1.39, 0, 41.31
mip3565, 1, 1.66, 0, 20.03
mip3566, 1, 1.44, 0, 13.81
mip3567, 1, 1.45, 0, 13.42
mip3568, 1, 1.61, 0, 16.46
mip3569, 1, 1.4, 0, 20.080000000000002
mip357, 1, 1.3, 0, 17.49
mip3570, 1, 1.42, 0, 17.07
mip3571, 1, 1.27, 0, 13.3
mip3572, 1, 1.39, 0, 38.82
mip3573, 1, 1.35, 0, 27.919999999999998
mip3574, 1, 1.23, 0, 13.28
mip3575, 1, 1.63, 0, 27.68
mip3576, 1, 1.28, 0, 81.16
mip3577, 1, 1.26, 0, 14.48
mip3578, 1, 1.22, 0, 12.709999999999999
mip3579, 1, 1.41, 0, 13.54
mip358, 1, 1.52, 0, 14.32
mip3580, 1, 1.21, 0, 12.57
mip3581, 1, 1.21, 0, 7.78
mip3582, 1, 1.17, 0, 16.810000000000002
mip3583, 1, 1.4, 0, 13.32
mip3584, 1, 1.41, 0, 16.0
mip3585, 1, 1.24, 0, 19.41
mip3586, 1, 1.25, 0, 9.77
mip3587, 1, 1.25, 0, 12.91
mip3588, 1, 1.29, 0, 14.61
mip3589, 1, 1.16, 0, 50.540000000000006
mip359, 1, 1.56, 0, 159.62
mip3590, 1, 1.39, 0, 18.75
mip3591, 1, 1.34, 0, 12.32
mip3592, 1, 1.25, 0, 47.91
mip3593, 1, 1.34, 0, 17.35
mip3594, 1, 1.19, 0, 32.760000000000005
mip3595, 1, 1.38, 0, 13.920000000000002
mip3596, 1, 1.28, 0, 19.209999999999997
mip3597, 1, 1.31, 0, 24.650000000000002
mip3598, 1, 1.37, 0, 17.95
mip3599, 1, 1.29, 0, 11.620000000000001
mip36, 1, 1.14, 0, 15.59
mip360, 1, 1.32, 0, 14.0
mip3600, 1, 1.43, 0, 9.52
mip3601, 1, 1.08, 0, 12.06
mip3602, 1, 1.21, 0, 12.02
mip3603, 1, 1.22, 0, 11.7
mip3604, 1, 1.21, 0, 12.7
mip3605, 1, 1.45, 0, 17.29
mip3606, 1, 1.42, 0, 12.45
mip3607, 1, 1.76, 0, 16.009999999999998
mip3608, 1, 1.68, 0, 27.830000000000002
mip3609, 1, 1.4, 0, 15.35
mip361, 1, 1.52, 0, 23.75
mip3610, 1, 1.71, 0, 15.439999999999998
mip3611, 1, 1.39, 0, 17.28
mip3612, 1, 1.29, 0, 23.85
mip3613, 1, 1.44, 0, 16.919999999999998
mip3614, 1, 1.45, 0, 31.540000000000003
mip3615, 1, 1.4, 0, 17.12
mip3616, 1, 1.6, 0, 23.939999999999998
mip3617, 1, 1.56, 0, 13.32
mip3618, 1, 1.48, 0, 11.76
mip3619, 1, 1.36, 0, 14.89
mip362, 1, 1.26, 0, 16.709999999999997
mip3620, 1, 1.25, 0, 12.7
mip3621, 1, 1.25, 0, 28.48
mip3622, 1, 1.14, 0, 11.959999999999999
mip3623, 1, 1.18, 0, 11.24
mip3624, 1, 1.39, 0, 12.969999999999999
mip3625, 1, 1.4, 0, 15.549999999999999
mip3626, 1, 1.78, 0, 14.35
mip3627, 1, 1.52, 0, 12.96
mip3628, 1, 1.43, 0, 17.61
mip3629, 1, 1.31, 0, 16.37
mip363, 1, 1.42, 0, 14.770000000000001
mip3630, 1, 1.35, 0, 9.83
mip3631, 1, 1.51, 0, 16.68
mip3632, 1, 1.66, 0, 26.37
mip3633, 1, 1.63, 0, 16.830000000000002
mip3634, 1, 1.33, 0, 15.549999999999999
mip3635, 1, 1.33, 0, 21.75
mip3636, 1, 1.23, 0, 9.48
mip3637, 1, 1.42, 0, 22.33
mip3638, 1, 1.16, 0, 23.64
mip3639, 1, 1.21, 0, 11.120000000000001
mip364, 1, 1.35, 0, 15.92
mip3640, 1, 1.26, 0, 12.22
mip3641, 1, 1.48, 0, 15.489999999999998
mip3642, 1, 1.41, 0, 14.29
mip3643, 1, 1.33, 0, 31.730000000000004
mip3644, 1, 1.27, 0, 12.17
mip3645, 1, 1.52, 0, 17.64
mip3646, 1, 1.26, 0, 22.88
mip3647, 1, 1.15, 0, 14.81
mip3648, 1, 1.45, 0, 12.56
mip3649, 1, 1.22, 0, 11.469999999999999
mip365, 1, 1.27, 0, 15.420000000000002
mip3650, 1, 1.32, 0, 16.81
mip3651, 1, 1.11, 0, 18.04
mip3652, 1, 1.25, 0, 18.57
mip3653, 1, 1.38, 0, 16.36
mip3654, 1, 1.37, 0, 14.93
mip3655, 1, 1.29, 0, 16.48
mip3656, 1, 1.23, 0, 15.579999999999998
mip3657, 1, 1.36, 0, 14.25
mip3658, 1, 1.14, 0, 14.51
mip3659, 1, 1.47, 0, 11.59
mip366, 1, 1.28, 0, 14.22
mip3660, 1, 1.31, 0, 62.019999999999996
mip3661, 1, 1.17, 0, 33.059999999999995
mip3662, 1, 1.22, 0, 12.92
mip3663, 1, 1.11, 0, 11.13
mip3664, 1, 1.23, 0, 12.9
mip3665, 1, 1.4, 0, 11.17
mip3666, 1, 1.27, 0, 12.05
mip3667, 1, 1.61, 0, 19.8
mip3668, 1, 1.42, 0, 27.72
mip3669, 1, 1.31, 0, 15.679999999999998
mip367, 1, 1.31, 0, 15.659999999999998
mip3670, 1, 1.54, 0, 15.29
mip3671, 1, 1.35, 0, 13.9
mip3672, 1, 1.27, 0, 14.72
mip3673, 1, 1.44, 0, 9.540000000000001
mip3674, 1, 1.49, 0, 13.76
mip3675, 1, 1.68, 0, 22.05
mip3676, 1, 1.39, 0, 29.189999999999998
mip3677, 1, 1.51, 0, 27.15
mip3678, 1, 1.38, 0, 14.870000000000001
mip3679, 1, 1.54, 0, 20.91
mip368, 1, 1.35, 0, 19.889999999999997
mip3680, 1, 1.65, 0, 16.330000000000002
mip3681, 1, 1.48, 0, 17.91
mip3682, 1, 1.53, 0, 11.31
mip3683, 1, 1.46, 0, 16.05
mip3684, 1, 1.56, 0, 17.93
mip3685, 1, 1.34, 0, 14.42
mip3686, 1, 1.53, 0, 19.299999999999997
mip3687, 1, 1.25, 0, 15.11
mip3688, 1, 1.24, 0, 11.11
mip3689, 1, 1.51, 0, 12.790000000000001
mip369, 1, 1.31, 0, 41.76
mip3690, 1, 1.34, 0, 13.64
mip3691, 1, 1.34, 0, 28.47
mip3692, 1, 1.1, 0, 21.669999999999998
mip3693, 1, 1.24, 0, 12.08
mip3694, 1, 1.26, 0, 28.259999999999998
mip3695, 1, 1.15, 0, 14.209999999999999
mip3696, 1, 1.1, 0, 12.65
mip3697, 1, 1.27, 0, 11.75
mip3698, 1, 1.14, 0, 15.239999999999998
mip3699, 1, 1.23, 0, 25.19
mip37, 1, 1.21, 0, 14.420000000000002
mip370, 1, 1.56, 0, 21.21
mip3700, 1, 1.33, 0, 27.869999999999997
mip3701, 1, 1.19, 0, 13.8
mip3702, 1, 1.3, 0, 18.509999999999998
mip3703, 1, 1.39, 0, 15.2
mip3704, 1, 1.2, 0, 13.110000000000001
mip3705, 1, 1.4, 0, 12.99
mip3706, 1, 1.23, 0, 13.28
mip3707, 1, 1.1, 0, 15.160000000000002
mip3708, 1, 1.34, 0, 29.82
mip3709, 1, 1.25, 0, 12.24
mip371, 1, 1.36, 0, 23.93
mip3710, 1, 1.38, 0, 85.37
mip3711, 1, 1.62, 0, 36.730000000000004
mip3712, 1, 1.44, 0, 28.27
mip3713, 1, 1.4, 0, 17.6
mip3714, 1, 1.65, 0, 15.549999999999999
mip3715, 1, 1.45, 0, 18.27
mip3716, 1, 1.53, 0, 19.869999999999997
mip3717, 1, 1.52, 0, 19.47
mip3718, 1, 1.71, 0, 17.96
mip3719, 1, 1.71, 0, 40.06
mip372, 1, 1.3, 0, 11.469999999999999
mip3720, 1, 1.63, 0, 36.029999999999994
mip3721, 1, 1.49, 0, 28.560000000000002
mip3722, 1, 1.55, 0, 18.9
mip3723, 1, 1.4, 0, 16.740000000000002
mip3724, 1, 1.4, 0, 18.700000000000003
mip3725, 1, 1.44, 0, 17.259999999999998
mip3726, 1, 1.89, 0, 21.439999999999998
mip3727, 1, 1.39, 0, 9.35
mip3728, 1, 1.46, 0, 14.969999999999999
mip3729, 1, 1.51, 0, 22.75
mip373, 1, 1.39, 0, 34.769999999999996
mip3730, 1, 1.13, 0, 17.09
mip3731, 1, 1.23, 0, 5.0600000000000005
mip3732, 1, 1.12, 0, 16.32
mip3733, 1, 1.26, 0, 14.57
mip3734, 1, 1.26, 0, 14.66
mip3735, 1, 1.19, 0, 12.020000000000001
mip3736, 1, 1.18, 0, 15.25
mip3737, 1, 1.31, 0, 27.1
mip3738, 1, 1.24, 0, 15.040000000000001
mip3739, 1, 1.23, 0, 12.4
mip374, 1, 1.23, 0, 17.24
mip3740, 1, 1.48, 0, 11.889999999999999
mip3741, 1, 1.21, 0, 11.899999999999999
mip3742, 1, 1.24, 0, 10.959999999999999
mip3743, 1, 1.48, 0, 9.959999999999999
mip3744, 1, 1.33, 0, 50.86
mip3745, 1, 1.1, 0, 12.280000000000001
mip3746, 1, 1.3, 0, 16.22
mip3747, 1, 1.37, 0, 17.88
mip3748, 1, 1.3, 0, 19.04
mip3749, 1, 1.24, 0, 15.180000000000001
mip375, 1, 1.29, 0, 30.62
mip3750, 1, 1.23, 0, 8.57
mip3751, 1, 1.36, 0, 15.830000000000002
mip3752, 1, 1.47, 0, 15.290000000000001
mip3753, 1, 1.17, 0, 20.33
mip3754, 1, 1.31, 0, 14.83
mip3755, 1, 1.16, 0, 13.66
mip3756, 1, 1.27, 0, 13.860000000000001
mip3757, 1, 1.44, 0, 15.13
mip3758, 1, 1.37, 0, 16.669999999999998
mip3759, 1, 1.35, 0, 14.040000000000001
mip376, 1, 1.31, 0, 31.890000000000004
mip3760, 1, 1.51, 0, 21.0
mip3761, 1, 1.22, 0, 10.36
mip3762, 1, 1.48, 0, 16.16
mip3763, 1, 1.47, 0, 17.26
mip3764, 1, 1.59, 0, 17.9
mip3765, 1, 1.5, 0, 34.21
mip3766, 1, 1.57, 0, 25.02
mip3767, 1, 1.39, 0, 12.69
