@RELATION ALGORITHM_RUNS_sanitycheck

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE PAR10 NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
mip1057, 1, Config2, 76.8656101226806, ok
mip1057, 1, Config3, 79.5956540107727, ok
mip1058, 1, ConfigDefault, 2230.06315898895, ok
mip1058, 1, Config1, 639.193889141082, ok
mip1058, 1, Config2, 193.925990819931, ok
mip1058, 1, Config3, 253.695369005203, ok
mip1059, 1, ConfigDefault, 9600.0, timeout
mip1059, 1, Config1, 1094.1468989849, ok
mip1059, 1, Config2, 1881.48200392723, ok
mip1059, 1, Config3, 5520.68920111656, ok
mip106, 1, ConfigDefault, 9600.0, timeout
mip106, 1, Config1, 9600.0, timeout
mip106, 1, Config2, 9600.0, timeout
mip106, 1, Config3, 9600.0, timeout
mip1060, 1, ConfigDefault, 71.0721039772033, ok
mip1060, 1, Config1, 386.134369850158, ok
mip1060, 1, Config2, 32.6157159805297, ok
mip1060, 1, Config3, 95.0027909278869, ok
mip1061, 1, ConfigDefault, 54.0375199317932, ok
mip1061, 1, Config1, 57.1948308944702, ok
mip1061, 1, Config2, 195.830541849136, ok
mip1061, 1, Config3, 43.033143043518, ok
mip1062, 1, ConfigDefault, 92.7180769443512, ok
mip1062, 1, Config1, 112.02639389038, ok
mip1062, 1, Config2, 39.0205900669097, ok
mip1062, 1, Config3, 14.1999127864837, ok
mip1063, 1, ConfigDefault, 8.94701194763183, ok
mip1063, 1, Config1, 39.811299085617, ok
mip1063, 1, Config2, 2.15523386001586, ok
mip1063, 1, Config3, 1.78687191009521, ok
mip1064, 1, ConfigDefault, 5222.94811892509, ok
mip1064, 1, Config1, 1274.06514692306, ok
mip1064, 1, Config2, 827.572862148284, ok
mip1064, 1, Config3, 986.370115041732, ok
mip1065, 1, ConfigDefault, 110.722430944442, ok
mip1065, 1, Config1, 139.861565828323, ok
mip1065, 1, Config2, 67.2104902267456, ok
mip1065, 1, Config3, 59.6349589824676, ok
mip1066, 1, ConfigDefault, 91.7488839626312, ok
mip1066, 1, Config1, 378.674324035644, ok
mip1066, 1, Config2, 37.3678860664367, ok
mip1066, 1, Config3, 63.2573938369751, ok
mip1067, 1, ConfigDefault, 3291.44141006469, ok
mip1067, 1, Config1, 278.634001016616, ok
mip1067, 1, Config2, 318.315793037414, ok
mip1067, 1, Config3, 452.646900177002, ok
mip1068, 1, ConfigDefault, 5533.14610004425, ok
mip1068, 1, Config1, 491.963700056076, ok
mip1068, 1, Config2, 1722.62309908866, ok
mip1068, 1, Config3, 811.790807008743, ok
mip1069, 1, ConfigDefault, 98.2563998699188, ok
mip1069, 1, Config1, 78.6371490955352, ok
mip1069, 1, Config2, 1768.29444909095, ok
mip1069, 1, Config3, 5265.33714413642, ok
mip107, 1, ConfigDefault, 3278.91318798065, ok
mip107, 1, Config1, 115.12180685997, ok
mip107, 1, Config2, 190.56854391098, ok
mip107, 1, Config3, 160.031589984893, ok
mip1070, 1, ConfigDefault, 9600.0, timeout
mip1070, 1, Config1, 3477.24718284606, ok
mip1070, 1, Config2, 3064.34571814537, ok
mip1070, 1, Config3, 6033.66515994072, ok
mip1071, 1, ConfigDefault, 93.5321128368377, ok
mip1071, 1, Config1, 131.230242967605, ok
mip1071, 1, Config2, 66.66424202919, ok
mip1071, 1, Config3, 69.9186158180236, ok
mip1072, 1, ConfigDefault, 79.5427210330963, ok
mip1072, 1, Config1, 793.77682685852, ok
mip1072, 1, Config2, 82.8434128761291, ok
mip1072, 1, Config3, 20.705705165863, ok
mip1073, 1, ConfigDefault, 9600.0, timeout
mip1073, 1, Config1, 9600.0, timeout
mip1073, 1, Config2, 9600.0, timeout
mip1073, 1, Config3, 9592.23541092872, ok
mip1074, 1, ConfigDefault, 9600.0, timeout
mip1074, 1, Config1, 8888.83225798606, ok
mip1074, 1, Config2, 7396.22012209892, ok
mip1074, 1, Config3, 6261.33144497871, ok
mip1075, 1, ConfigDefault, 9600.0, timeout
mip1075, 1, Config1, 459.355777978897, ok
mip1075, 1, Config2, 1040.54225206375, ok
mip1075, 1, Config3, 1116.51500701904, ok
mip1076, 1, ConfigDefault, 9600.0, timeout
mip1076, 1, Config1, 1723.43070697784, ok
mip1076, 1, Config2, 2035.92823815345, ok
mip1076, 1, Config3, 1925.25637197494, ok
mip1077, 1, ConfigDefault, 1938.74287700653, ok
mip1077, 1, Config1, 2183.58077597618, ok
mip1077, 1, Config2, 283.019648790359, ok
mip1077, 1, Config3, 255.895007848739, ok
mip1078, 1, ConfigDefault, 9600.0, timeout
mip1078, 1, Config1, 9600.0, timeout
mip1078, 1, Config2, 1369.94029593467, ok
mip1078, 1, Config3, 1948.28518700599, ok
mip1079, 1, ConfigDefault, 9600.0, timeout
mip1079, 1, Config1, 9600.0, timeout
mip1079, 1, Config2, 2299.55370998382, ok
mip1079, 1, Config3, 1847.73512601852, ok
mip108, 1, ConfigDefault, 9600.0, timeout
mip108, 1, Config1, 9600.0, timeout
mip108, 1, Config2, 7410.5657069683, ok
mip108, 1, Config3, 9564.38166093826, ok
mip1080, 1, ConfigDefault, 5361.04865598678, ok
mip1080, 1, Config1, 826.7927069664, ok
mip1080, 1, Config2, 1234.92736196517, ok
mip1080, 1, Config3, 663.960494041442, ok
mip1081, 1, ConfigDefault, 9600.0, timeout
mip1081, 1, Config1, 9600.0, timeout
mip1081, 1, Config2, 2623.63853406906, ok
mip1081, 1, Config3, 1851.50420999526, ok
mip1082, 1, ConfigDefault, 9600.0, timeout
mip1082, 1, Config1, 9600.0, timeout
mip1082, 1, Config2, 9600.0, timeout
mip1082, 1, Config3, 9600.0, timeout
mip1083, 1, ConfigDefault, 3282.76507997512, ok
mip1083, 1, Config1, 5127.47160005569, ok
mip1083, 1, Config2, 6090.37402200698, ok
mip1083, 1, Config3, 811.082301855087, ok
mip1084, 1, ConfigDefault, 9600.0, timeout
mip1084, 1, Config1, 1703.9507689476, ok
mip1084, 1, Config2, 3363.29874491691, ok
mip1084, 1, Config3, 2664.64841079711, ok
mip1085, 1, ConfigDefault, 99.932744026184, ok
mip1085, 1, Config1, 57.4325299263, ok
mip1085, 1, Config2, 36.7792301177978, ok
mip1085, 1, Config3, 23.9453561305999, ok
mip1086, 1, ConfigDefault, 9600.0, timeout
mip1086, 1, Config1, 7331.34225487709, ok
mip1086, 1, Config2, 5496.49748301506, ok
mip1086, 1, Config3, 3797.05830001831, ok
mip1087, 1, ConfigDefault, 9600.0, timeout
mip1087, 1, Config1, 9600.0, timeout
mip1087, 1, Config2, 9600.0, timeout
mip1087, 1, Config3, 9600.0, timeout
mip1088, 1, ConfigDefault, 1696.3204498291, ok
mip1088, 1, Config1, 123.604236125946, ok
mip1088, 1, Config2, 156.42246389389, ok
mip1088, 1, Config3, 142.690543889999, ok
mip1089, 1, ConfigDefault, 9600.0, timeout
mip1089, 1, Config1, 9600.0, timeout
mip1089, 1, Config2, 9600.0, timeout
mip1089, 1, Config3, 9600.0, timeout
mip109, 1, ConfigDefault, 9600.0, timeout
mip109, 1, Config1, 405.435828924179, ok
mip109, 1, Config2, 1532.28100180625, ok
mip109, 1, Config3, 1753.56000304222, ok
mip1090, 1, ConfigDefault, 9600.0, timeout
mip1090, 1, Config1, 9600.0, timeout
mip1090, 1, Config2, 2203.20164608955, ok
mip1090, 1, Config3, 2358.02610707283, ok
mip1091, 1, ConfigDefault, 9600.0, timeout
mip1091, 1, Config1, 9600.0, timeout
mip1091, 1, Config2, 3521.49710297584, ok
mip1091, 1, Config3, 9600.0, timeout
mip1092, 1, ConfigDefault, 9600.0, timeout
mip1092, 1, Config1, 9600.0, timeout
mip1092, 1, Config2, 9600.0, timeout
mip1092, 1, Config3, 9600.0, timeout
mip1093, 1, ConfigDefault, 9600.0, timeout
mip1093, 1, Config1, 9600.0, timeout
mip1093, 1, Config2, 9600.0, timeout
mip1093, 1, Config3, 9600.0, timeout
mip1094, 1, ConfigDefault, 9600.0, timeout
mip1094, 1, Config1, 9600.0, timeout
mip1094, 1, Config2, 9600.0, timeout
mip1094, 1, Config3, 9600.0, timeout
mip1095, 1, ConfigDefault, 60.1530439853668, ok
mip1095, 1, Config1, 233.133129119873, ok
mip1095, 1, Config2, 30.8477439880371, ok
mip1095, 1, Config3, 39.4667711257934, ok
mip1096, 1, ConfigDefault, 155.275342941284, ok
mip1096, 1, Config1, 98.8434858322143, ok
mip1096, 1, Config2, 116.950791120529, ok
mip1096, 1, Config3, 69.1238029003143, ok
mip1097, 1, ConfigDefault, 7.83808803558349, ok
