@RELATION FEATURE_COSTS_sanitycheck

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE trivialFeatures NUMERIC


@DATA
mip1848, 1, 0
mip1849, 1, 0
mip185, 1, 0
mip1850, 1, 0
mip1851, 1, 0
mip1852, 1, 0
mip1853, 1, 0
mip1854, 1, 0
mip1855, 1, 0
mip1856, 1, 0
mip1857, 1, 0
mip1858, 1, 0
mip1859, 1, 0
mip186, 1, 0
mip1860, 1, 0
mip1861, 1, 0
mip1862, 1, 0
mip1863, 1, 0
mip1864, 1, 0
mip1865, 1, 0
mip1866, 1, 0
mip1867, 1, 0
mip1868, 1, 0
mip1869, 1, 0
mip187, 1, 0
mip1870, 1, 0
mip1871, 1, 0
mip1872, 1, 0
mip1873, 1, 0
mip1874, 1, 0
mip1875, 1, 0
mip1876, 1, 0
mip1877, 1, 0
mip1878, 1, 0
mip1879, 1, 0
mip188, 1, 0
mip1880, 1, 0
mip1881, 1, 0
mip1882, 1, 0
mip1883, 1, 0
mip1884, 1, 0
mip1885, 1, 0
mip1886, 1, 0
mip1887, 1, 0
mip1888, 1, 0
mip1889, 1, 0
mip189, 1, 0
mip1890, 1, 0
mip1891, 1, 0
mip1892, 1, 0
mip1893, 1, 0
mip1894, 1, 0
mip1895, 1, 0
mip1896, 1, 0
mip1897, 1, 0
mip1898, 1, 0
mip1899, 1, 0
mip19, 1, 0
mip190, 1, 0
mip1900, 1, 0
mip1901, 1, 0
mip1902, 1, 0
mip1903, 1, 0
mip1904, 1, 0
mip1905, 1, 0
mip1906, 1, 0
mip1907, 1, 0
mip1908, 1, 0
mip1909, 1, 0
mip191, 1, 0
mip1910, 1, 0
mip1911, 1, 0
mip1912, 1, 0
mip1913, 1, 0
mip1914, 1, 0
mip1915, 1, 0
mip1916, 1, 0
mip1917, 1, 0
mip1918, 1, 0
mip1919, 1, 0
mip192, 1, 0
mip1920, 1, 0
mip1921, 1, 0
mip1922, 1, 0
mip1923, 1, 0
mip1924, 1, 0
mip1925, 1, 0
mip1926, 1, 0
mip1927, 1, 0
mip1928, 1, 0
mip1929, 1, 0
mip193, 1, 0
mip1930, 1, 0
mip1931, 1, 0
mip1932, 1, 0
mip1933, 1, 0
mip1934, 1, 0
mip1935, 1, 0
mip1936, 1, 0
mip1937, 1, 0
mip1938, 1, 0
mip1939, 1, 0
mip194, 1, 0
mip1940, 1, 0
mip1941, 1, 0
mip1942, 1, 0
mip1943, 1, 0
mip1944, 1, 0
mip1945, 1, 0
mip1946, 1, 0
mip1947, 1, 0
mip1948, 1, 0
mip1949, 1, 0
mip195, 1, 0
mip1950, 1, 0
mip1951, 1, 0
mip1952, 1, 0
mip1953, 1, 0
mip1954, 1, 0
mip1955, 1, 0
mip1956, 1, 0
mip1957, 1, 0
mip1958, 1, 0
mip1959, 1, 0
mip196, 1, 0
mip1960, 1, 0
mip1961, 1, 0
mip1962, 1, 0
mip1963, 1, 0
mip1964, 1, 0
mip1965, 1, 0
mip1966, 1, 0
mip1967, 1, 0
mip1968, 1, 0
mip1969, 1, 0
mip197, 1, 0
mip1970, 1, 0
mip1971, 1, 0
mip1972, 1, 0
mip1973, 1, 0
mip1974, 1, 0
mip1975, 1, 0
mip1976, 1, 0
mip1977, 1, 0
mip1978, 1, 0
mip1979, 1, 0
mip198, 1, 0
mip1980, 1, 0
mip1981, 1, 0
mip1982, 1, 0
mip1983, 1, 0
mip1984, 1, 0
mip1985, 1, 0
mip1986, 1, 0
mip1987, 1, 0
mip1988, 1, 0
mip1989, 1, 0
mip199, 1, 0
mip1990, 1, 0
mip1991, 1, 0
mip1992, 1, 0
mip1993, 1, 0
mip1994, 1, 0
mip1995, 1, 0
mip1996, 1, 0
mip1997, 1, 0
mip1998, 1, 0
mip1999, 1, 0
mip2, 1, 0
mip20, 1, 0
mip200, 1, 0
mip2000, 1, 0
mip2001, 1, 0
mip2002, 1, 0
mip2003, 1, 0
mip2004, 1, 0
mip2005, 1, 0
mip2006, 1, 0
mip2007, 1, 0
mip2008, 1, 0
mip2009, 1, 0
mip201, 1, 0
mip2010, 1, 0
mip2011, 1, 0
mip2012, 1, 0
mip2013, 1, 0
mip2014, 1, 0
mip2015, 1, 0
mip2016, 1, 0
mip2017, 1, 0
mip2018, 1, 0
mip2019, 1, 0
mip202, 1, 0
mip2020, 1, 0
mip2021, 1, 0
mip2022, 1, 0
mip2023, 1, 0
mip2024, 1, 0
mip2025, 1, 0
mip2026, 1, 0
mip2027, 1, 0
mip2028, 1, 0
mip2029, 1, 0
mip203, 1, 0
mip2030, 1, 0
mip2031, 1, 0
mip2032, 1, 0
mip2033, 1, 0
mip2034, 1, 0
mip2035, 1, 0
mip2036, 1, 0
mip2037, 1, 0
mip2038, 1, 0
mip2039, 1, 0
mip204, 1, 0
mip2040, 1, 0
mip2041, 1, 0
mip2042, 1, 0
mip2043, 1, 0
mip2044, 1, 0
mip2045, 1, 0
mip2046, 1, 0
mip2047, 1, 0
mip2048, 1, 0
mip2049, 1, 0
mip205, 1, 0
mip2050, 1, 0
mip2051, 1, 0
mip2052, 1, 0
mip2053, 1, 0
mip2054, 1, 0
mip2055, 1, 0
mip2056, 1, 0
mip2057, 1, 0
mip2058, 1, 0
mip2059, 1, 0
mip206, 1, 0
mip2060, 1, 0
mip2061, 1, 0
mip2062, 1, 0
mip2063, 1, 0
mip2064, 1, 0
mip2065, 1, 0
mip2066, 1, 0
mip2067, 1, 0
mip2068, 1, 0
mip2069, 1, 0
mip207, 1, 0
mip2070, 1, 0
mip2071, 1, 0
mip2072, 1, 0
mip2073, 1, 0
mip2074, 1, 0
mip2075, 1, 0
mip2076, 1, 0
mip2077, 1, 0
mip2078, 1, 0
mip2079, 1, 0
mip208, 1, 0
mip2080, 1, 0
mip2081, 1, 0
mip2082, 1, 0
mip2083, 1, 0
mip2084, 1, 0
mip2085, 1, 0
mip2086, 1, 0
mip2087, 1, 0
mip2088, 1, 0
mip2089, 1, 0
mip209, 1, 0
mip2090, 1, 0
mip2091, 1, 0
mip2092, 1, 0
mip2093, 1, 0
mip2094, 1, 0
mip2095, 1, 0
mip2096, 1, 0
mip2097, 1, 0
mip2098, 1, 0
mip2099, 1, 0
mip21, 1, 0
mip210, 1, 0
mip2100, 1, 0
mip2101, 1, 0
mip2102, 1, 0
mip2103, 1, 0
mip2104, 1, 0
mip2105, 1, 0
mip2106, 1, 0
mip2107, 1, 0
mip2108, 1, 0
mip2109, 1, 0
mip211, 1, 0
mip2110, 1, 0
mip2111, 1, 0
mip2112, 1, 0
mip2113, 1, 0
mip2114, 1, 0
mip2115, 1, 0
